DocID,NetSales_LLM,OperatingIncome_LLM,Sentiment_LLM
S100TD5X,1050340000.0,103960000.0,0.0
S100VINF,563228000000.0,,0.0
S100RNJN,99690000000.0,13418000000.0,0.1
S100MF9B,1228023000.0,-674150000.0,
S100OHK9,,,0.5
S100TDBD,307903000.0,-227157000.0,
S100VIOY,3564789000.0,35556000.0,0.3
S100MFE8,340821000.0,-689754000.0,-0.8
S100RNJR,266259000000.0,,
S100VIRA,7968676000.0,,0.0
S100OHKL,,,0.3
S100RNJV,124382000000.0,2494000000.0,-0.2
S100TDBF,107593000000.0,23728000000.0,
S100VIRD,2265837000000.0,,-0.2
S100TDDE,48492000000.0,,0.6
S100MFJX,2943237000.0,713958000.0,0.0
S100OHL0,12156447000000.0,,0.1
S100RNKB,218523000000.0,83889000000.0,0.6
S100TDFO,1009385000.0,216609000.0,0.0
S100VIRG,2053650000000.0,,-0.2
S100MFK4,1829402000.0,167857000.0,0.0
S100OHLD,763838000000.0,,0.0
S100RNLK,,,
S100TDGL,92965000000.0,4893000000.0,0.6
S100RNM4,23209864000.0,1204387000.0,0.6
S100MFMP,184028000000.0,-9918000000.0,-0.7
S100VISL,536329000000.0,,
S100OHML,2514291000000.0,,0.6
S100VIT7,1241485000.0,,0.3
S100MFNX,3520215000.0,257162000.0,0.6
S100TDHM,351790000000.0,77836000000.0,
S100OHNP,1386991000000.0,,0.0
S100TDIZ,8122123000.0,695343000.0,
S100VITK,530783000000.0,,
S100MFWD,920084000.0,232248000.0,
S100RNNT,556371000.0,-124074000.0,
S100TDJ5,2186448000.0,898304000.0,
S100OHNZ,589028000000.0,,0.0
S100MFWM,267374000000.0,21228000000.0,
S100VITV,46676523000.0,,0.6
S100MFY5,55008000000.0,-284000000.0,
S100TDJC,157226000000.0,13808000000.0,0.2
S100OHPZ,623139000000.0,,0.2
S100VITW,2655602000.0,,0.0
S100OHUH,184388059000.0,,
S100RNOS,131105000000.0,17839000000.0,0.5
S100RNOV,61447000000.0,10109000000.0,0.6
S100TDKE,2888831000.0,741188000.0,
S100OHVE,569722000000.0,,0.0
S100VIV1,299237000000.0,,0.2
S100TDKJ,100557000000.0,13421000000.0,0.0
S100MFY8,,-3052800000.0,-0.6
S100VIXM,678526000000.0,,0.6
S100MG0S,7419765000.0,371597000.0,0.6
S100RNOY,66801000000.0,7385000000.0,0.0
S100RNP6,30675000000.0,5740000000.0,0.0
S100OHZR,989049000000.0,,
S100MH6V,36239453000.0,,
S100TDLE,1174534000.0,258641000.0,0.0
S100VIZI,317369000000.0,,-0.2
S100OI12,275728000000.0,,0.2
S100TDLK,82161000000.0,3489000000.0,-0.3
S100VJ0L,18845437000.0,,0.2
S100MHAZ,26497000000.0,,
S100OI3K,252322000000.0,,0.4
S100RNPG,556010000000.0,,-0.3
S100RNR9,491922000.0,-1046366000.0,0.0
S100MHRU,2029180000.0,,
S100RNS6,616126000000.0,-13165000000.0,
S100VJ1A,643638000.0,,-0.9
S100OI7U,910226000000.0,,
S100TDM6,36099661000.0,,0.6
S100TDNQ,25736000000.0,6266000000.0,-0.2
S100TDP6,37099000000.0,5757000000.0,0.3
S100OI8F,157782000000.0,,0.2
S100VJ30,2329861000000.0,,0.0
S100MHTV,108945000.0,,-0.6
S100RNSH,4462579000.0,-986098000.0,0.4
S100VJ68,5130876000.0,,0.4
S100OI9Q,1024961000000.0,,0.0
S100MHTX,284592000000.0,25342000000.0,
S100VJ7H,23611705000.0,,
S100MHUL,102442000000.0,3272000000.0,0.4
S100RNTI,61598000.0,-163060000.0,0.2
S100OIE9,1586879000000.0,,
S100TDPN,3895018000.0,648383000.0,0.6
S100TDQ0,65931000000.0,12127000000.0,
S100RNUC,183791000000.0,22994000000.0,0.5
S100MHVR,9404305000.0,,0.2
S100TDRQ,3591000000.0,206000000.0,
S100VJ81,681642000.0,,0.0
S100OIEE,2104448000000.0,,-0.4
S100VJBG,,,-0.2
S100RNUH,676974000000.0,83252000000.0,0.3
S100RNV9,70926000000.0,21927000000.0,0.0
S100MHXJ,235684000000.0,12889000000.0,
S100OIF1,2100870000000.0,,-0.6
S100TDRW,498740000000.0,24143000000.0,0.2
S100RNWN,265457000000.0,26673000000.0,0.0
S100TDSX,2359000000.0,-236000000.0,-0.9
S100OIFT,888668000000.0,,0.0
S100VJCX,1225271000.0,,
S100MI48,2801895000.0,,0.0
S100OIGM,101269000000.0,,0.0
S100MI4T,2617526000.0,,0.0
S100VKQI,4838248000.0,404798000.0,0.6
S100RNWY,146467000000.0,3842000000.0,0.0
S100TDT5,740333000000.0,215818000000.0,0.6
S100MI56,10258082000.0,,0.0
S100VKW4,1790198000000.0,304217000000.0,
S100OIH8,879112000000.0,,-0.3
S100OIHF,207972000000.0,,
S100RNXF,130043000000.0,,0.0
S100TDTH,67378000000.0,15134000000.0,
S100VL7T,40831286000.0,698562000.0,
S100MI7Y,70248325000.0,,
S100RNXR,45495000000.0,4775000000.0,0.0
S100TDTN,2353258000.0,477137000.0,0.6
S100RNY8,1045762000.0,239137000.0,0.0
S100MIC2,80065000000.0,,0.6
S100VL99,2809643000.0,,
S100OIKZ,641948000000.0,,-0.6
S100VLIX,382023000000.0,,0.6
S100OINV,,,-0.2
S100TDTZ,249453000000.0,-8745000000.0,0.0
S100TDV0,,-554612000.0,-0.8
S100MIC3,32569988000.0,,-0.6
S100RNZ7,23929000000.0,11971000000.0,0.5
S100VLK4,2444422000.0,380990000.0,-0.2
S100MIC4,95110000000.0,,
S100OIP4,264032000.0,,-0.2
S100RNZ8,479420000000.0,25677000000.0,0.0
S100TDV5,9345352000.0,548801000.0,
S100VLNM,186782000000.0,16608000000.0,
S100OIQR,655265000000.0,,
S100MICW,4344919000000.0,,0.0
S100TDVG,871407000.0,221027000.0,0.4
S100RNZD,970735000.0,449889000.0,0.6
S100VLRA,,-996358000.0,-0.6
S100MIDS,1708635000000.0,,-0.2
S100OISG,138408000000.0,,0.6
S100TDVY,157202000000.0,58110000000.0,0.0
S100VLTQ,2477674000.0,924183000.0,0.6
S100RNZJ,37012000000.0,11163000000.0,0.3
S100RNZG,122336000000.0,7157000000.0,
S100OITA,1547533000000.0,,-0.2
S100MIGF,106115000000.0,,0.0
S100TDWC,103986000000.0,20064000000.0,-0.2
S100TDWN,27304000000.0,7640000000.0,0.0
S100RO0O,61420000000.0,5003000000.0,0.3
S100VLV6,6246237000.0,1477570000.0,
S100OIVI,419190000000.0,,0.5
S100MIHB,4320705000.0,,-0.3
S100VLYI,7411786000.0,704846000.0,0.6
S100K5JQ,103863000000.0,4212000000.0,
S100MIHV,9298741000.0,,0.0
S100Q4NO,230178000000.0,21032000000.0,
S100VM1E,3121680000.0,656124000.0,
S100OIW0,1084621000000.0,,0.0
S100RO0T,20315000000.0,5964000000.0,0.6
S100OJ0K,9921513000000.0,1202339000000.0,0.0
S100MIK9,30529613000.0,,
S100RO14,1452802000.0,193064000.0,
S100K5JY,61579000000.0,8020000000.0,0.2
S100VM1V,2219000000.0,-527000000.0,-0.6
S100K5K6,1033936000.0,-40902000.0,
S100Q4NW,8108796000000.0,474519000000.0,0.0
S100MIMZ,161316000000.0,19461000000.0,0.2
S100Q4PH,434726000000.0,37654000000.0,0.4
S100OJ1L,358753000000.0,,0.2
S100RO2C,749135000000.0,,-0.1
S100VM1W,61688000000.0,8058000000.0,0.6
S100K5KI,1024711000.0,,0.0
S100RO2D,1668803000.0,260222000.0,0.0
S100VM1Y,4715404000.0,198193000.0,
S100MINL,183011000000.0,,0.0
S100Q4PR,176315000000.0,,0.0
S100OJ2C,705656000000.0,,0.3
S100K5KN,21246000000.0,8945000000.0,
S100RO3E,2392043000.0,246273000.0,
S100Q4PU,1410472000000.0,106384000000.0,0.6
S100MINW,1393747000.0,,-0.4
S100OJ4M,,-10029000000.0,-0.6
S100VM23,8909080000.0,808158000.0,0.7
S100OJ76,2851894000000.0,,-0.2
S100MIOS,16787000000.0,,0.4
S100K5KQ,266300000000.0,,0.0
S100RO3S,31613000000.0,2860000000.0,0.0
S100VM3B,3630436000.0,166858000.0,
S100K5LR,482807000000.0,,
S100MIQN,61507000000.0,,0.2
S100Q4Q5,21599000000.0,-3731000000.0,0.0
S100OJ7R,253781000000.0,,0.0
S100Q4QN,2601768000000.0,324838000000.0,0.4
S100RO40,3111073000000.0,474650000000.0,0.2
S100VM54,1807951000.0,289976000.0,
S100MIUR,414563000000.0,77515000000.0,
S100K5MQ,7904784000.0,-3420965000.0,-0.7
S100Q4R7,223609000.0,-477447000.0,
S100OJ8K,860510000.0,,-0.6
S100K5NB,110225000000.0,-3076000000.0,-0.7
S100RO4H,8246763000.0,1716011000.0,
S100VM56,3029413000.0,388642000.0,0.2
S100Q4SV,1686334000.0,522543000.0,
S100OJAM,14459453000.0,,0.0
S100MJDE,212093000000.0,9804000000.0,0.7
S100RO4P,8288000000.0,1031000000.0,0.6
S100VM64,2762123000.0,-22312000.0,0.3
S100OJB8,104100000000.0,,
S100MJMU,692456000000.0,,0.0
S100Q4TE,636113000000.0,147158000000.0,
S100RO4X,369270000000.0,52210000000.0,0.6
S100K5NH,997389000000.0,56471000000.0,0.2
S100K5OW,916908000.0,-272279000.0,0.0
S100MJS8,508295000000.0,22735000000.0,0.0
S100VN2Y,214890000000.0,,-0.1
S100OJCD,208159000000.0,,0.6
S100K5PV,82119000000.0,8440000000.0,0.6
S100VN43,4058583000000.0,,0.3
S100Q4TJ,56086000000.0,24488000000.0,0.8
S100OJF1,181251000000.0,,0.0
S100Q4WC,498285000000.0,18550000000.0,
S100MJW1,118050000000.0,,0.6
S100RO5F,51510000000.0,6128000000.0,0.6
S100VNQO,13900280000.0,,0.5
S100MK4Q,74228000000.0,9958000000.0,0.6
S100K5PZ,696684000.0,54254000.0,0.1
S100OJFV,760719000000.0,,0.0
S100Q4WK,416926000000.0,35425000000.0,
S100RO6E,4592418000.0,119462000.0,
S100K5QG,59149000000.0,-24178000000.0,
S100VNSW,,,0.4
S100MKAU,52311732000.0,10965422000.0,
S100OJIK,195941000000.0,,
S100Q4WY,88696000000.0,12385000000.0,0.6
S100VNYA,7196461000.0,,-0.6
S100RO6G,66523000000.0,3050000000.0,0.3
S100K5QP,5996858000.0,1146988000.0,0.7
S100OJJX,13805994000.0,,
S100MKBJ,89032000000.0,4722000000.0,0.2
S100Q4XJ,129443000000.0,,
S100VO2D,18349324000.0,,
S100MKBP,375382000000.0,15251000000.0,
S100RO7R,5425142000.0,-439021000.0,
S100OJJY,,,
S100RO9G,78246000000.0,2319000000.0,0.6
S100Q4YP,258905000000.0,35000000000.0,
S100VOBW,111786000000.0,,0.2
S100MKE6,314955000000.0,16131000000.0,
S100OJKI,2145197000000.0,,0.4
S100RO9L,178428000000.0,,0.3
S100Q4YT,,,
S100K5RY,1471393000000.0,118026000000.0,
S100K5SX,227522000000.0,,
S100VOFV,6500875000.0,,0.0
S100MKIC,189409000000.0,8556000000.0,0.0
S100OJKU,5731270000.0,,-0.2
S100Q4ZB,76772000000.0,14269000000.0,0.2
S100K5T2,8193956000.0,1256866000.0,
S100RO9O,16648968000.0,2881212000.0,0.0
S100VOO8,22800935000.0,,-0.2
S100OJLQ,428175000000.0,,0.0
S100MKS2,239907000000.0,26867000000.0,0.7
S100Q50C,640006000000.0,98667000000.0,
S100VOOR,5205250000.0,1119007000.0,0.7
S100RO9P,278562000000.0,20653000000.0,
S100K5V0,525947000000.0,,0.0
S100MKSA,50388000000.0,16945000000.0,0.0
S100Q517,375154000.0,171853000.0,0.6
S100OJOR,1812521000000.0,,0.0
S100ML4M,52396000000.0,2770000000.0,
S100RO9W,249538000000.0,22558000000.0,0.4
S100K5V1,12245000000.0,,0.0
S100VPEI,3116054000.0,314807000.0,0.0
S100VPLV,604881000.0,73633000.0,-0.2
S100Q51B,175155000000.0,58734000000.0,0.3
S100ROAS,265072000000.0,,
S100OJOS,,,-0.3
S100K5VU,316459000000.0,19671000000.0,
S100MLBU,63195000000.0,2838000000.0,
S100OJPE,1124140000000.0,,-0.2
S100Q51C,435689000000.0,40170000000.0,0.4
S100VPPN,11199766000.0,793498000.0,0.4
S100ROB1,190207000000.0,12572000000.0,
S100MLBV,91927000000.0,5700000000.0,
S100K5VV,67633000000.0,19055000000.0,0.0
S100OJQ2,909708000000.0,,0.2
S100Q52D,185718000000.0,8480000000.0,0.6
S100ROCA,298457000000.0,8929000000.0,0.3
S100VPW9,6319616000.0,1155771000.0,0.6
S100K5WI,88999000000.0,,-0.8
S100MLDS,121301000000.0,,0.7
S100OJRI,640921000.0,,
S100Q52I,234210000000.0,25473000000.0,0.6
S100ROCM,723296000.0,,0.0
S100VPWQ,3228991000.0,945408000.0,0.0
S100K5WT,22093210000.0,-215043000.0,
S100MLIC,3646449000000.0,,0.3
S100VQ6J,979091000.0,205924000.0,0.6
S100Q52T,201193000000.0,16490000000.0,
S100ROCT,188340000000.0,7659000000.0,0.4
S100K5XP,43238000000.0,3923000000.0,
S100OJSN,3568380000000.0,,0.0
S100MLJR,29499976000.0,6681899000.0,0.6
S100Q52Z,64408000000.0,31833000000.0,
S100OJVB,2679606000.0,,-0.4
S100ROCX,369190000000.0,,0.0
S100K5Y9,1411479000.0,61134000.0,0.6
S100VQ6W,46695000000.0,7370000000.0,
S100OJVM,216236000000.0,,0.0
S100ROD2,253138000000.0,78151000000.0,0.4
S100Q534,6224521000000.0,,
S100VQ7B,106745000000.0,10777000000.0,
S100K5YD,734942000000.0,,-0.2
S100OJWZ,398366000000.0,,0.2
S100Q53A,3778977000.0,142982000.0,
S100MLM5,21955000000.0,-498000000.0,0.2
S100MLLY,157333000000.0,,
S100VQC5,6584000000.0,1016000000.0,
S100RODC,17249000000.0,,0.4
S100MLMQ,92611000000.0,631000000.0,
S100OJXF,150029000000.0,,0.0
S100K5YN,154899000000.0,,-0.8
S100Q53N,440958000000.0,7624000000.0,
S100VQF3,682567000.0,393352000.0,0.0
S100K5YS,295127000.0,-66509000.0,0.3
S100MLR6,227775000000.0,,0.6
S100RODE,1259812000.0,-31719000.0,0.4
S100ROE2,88764000000.0,11973000000.0,0.7
S100OJYY,2234568000.0,,-0.2
S100K5ZJ,3832846000.0,998414000.0,0.7
S100Q545,1567510000000.0,,
S100VQGE,63471000000.0,15121000000.0,0.4
S100Q547,4881862000.0,438551000.0,
S100OJZ2,495827000000.0,,-0.5
S100MLSL,347189000000.0,,0.0
S100ROGN,7486817000.0,796577000.0,0.6
S100VQIZ,9046196000.0,1382864000.0,
S100K608,1774847000.0,287906000.0,
S100MLTD,8235363000.0,508223000.0,0.0
S100Q54D,785920000000.0,6033000000.0,
S100ROGZ,9027353000.0,419121000.0,0.0
S100OJZO,1013092000000.0,,0.0
S100VQO7,203814000000.0,19535000000.0,0.3
S100K60H,45322000000.0,,-0.3
S100Q54H,6412361000.0,527096000.0,
S100MLU9,4687252000.0,406884000.0,
S100OK1E,1562260000.0,,0.3
S100K60L,511637000.0,96624000.0,0.6
S100OK2Y,727397000000.0,,0.6
S100ROH0,591298000.0,-127366000.0,-0.8
S100VQPC,1431058000.0,155685000.0,0.6
S100MLUB,2452559000.0,338611000.0,
S100Q55D,55163000000.0,15507000000.0,
S100ROH2,176709000000.0,27027000000.0,0.2
S100VQTV,3760769000.0,888349000.0,
S100K61G,144623000000.0,7404000000.0,-0.8
S100OK3L,112069000000.0,,
S100Q55K,670505000000.0,36632000000.0,
S100MLVL,1409105000.0,,-0.7
S100ROHF,171710000000.0,5268000000.0,0.0
S100K62R,7230488000.0,254975000.0,0.6
S100VQVH,8579756000.0,-131240000.0,-0.6
S100OK5E,503354000000.0,,0.0
S100ROHO,1014084000.0,-23369000.0,-0.3
S100MM07,1886163000.0,129365000.0,0.0
S100VQVR,40757573000.0,15314050000.0,0.0
S100K64L,316500000000.0,,
S100MM4P,672558000.0,250629000.0,0.0
S100Q57K,4397112000.0,1549239000.0,
S100OK85,4029292000.0,,-0.3
S100ROHR,297520000000.0,21459000000.0,
S100VQVS,643433000000.0,73776000000.0,0.4
S100K65W,418474000000.0,23204000000.0,0.3
S100Q58A,612788000000.0,56509000000.0,
S100MM5P,17614819000.0,3040399000.0,0.6
S100OK9E,1470161000000.0,,-0.1
S100VQVU,218676000.0,-460605000.0,
S100K68L,527312000000.0,,
S100OK9O,340293000000.0,,
S100MM6K,1975571000.0,278209000.0,0.6
S100Q58J,2771156000.0,186530000.0,
S100ROID,129759000000.0,-2810000000.0,-0.2
S100VQZZ,404787000.0,-755879000.0,
S100K68V,31558000000.0,1236000000.0,-0.5
S100ROIG,9890409000.0,5476475000.0,
S100MM8Z,1187933000.0,-96694000.0,
S100Q58Y,436554000000.0,29757000000.0,0.0
S100OKB1,5309924000000.0,,-0.3
S100ROJ5,815446000.0,-1109895000.0,0.3
S100VR13,6874000000.0,201000000.0,
S100K69S,94494000000.0,17980000000.0,0.2
S100MME1,2842105000.0,222554000.0,0.0
S100Q59P,765099000000.0,14834000000.0,
S100ROJ9,3348491000000.0,,0.0
S100OKCL,1233413000000.0,,-0.2
S100VR1Y,33567267000.0,3505400000.0,0.0
S100K6A7,84236000000.0,,0.0
S100ROJD,182460000000.0,,
S100VR53,2016636000.0,369866000.0,
S100Q5AU,1196330000000.0,80885000000.0,0.7
S100OKD9,299522000000.0,74435000000.0,0.6
S100MNL5,677493000000.0,282835000000.0,
S100MNO9,116082000000.0,39958000000.0,0.7
S100K6A9,357737000000.0,42367000000.0,0.2
S100OKHC,514353000000.0,,-0.2
S100ROJI,51226000.0,-5951247000.0,-0.8
S100Q5B2,600348000000.0,,
S100VR6E,1980117000.0,-783419000.0,-0.8
S100K6AI,3211365000.0,-555305000.0,-0.3
S100MNPB,174077000000.0,58171000000.0,0.0
S100OKHT,1128914000000.0,,0.2
S100Q5B8,175896000000.0,10409000000.0,
S100ROJW,48524000000.0,6727000000.0,0.5
S100VR7M,2593352000.0,523469000.0,0.6
S100K6AU,614904000.0,-300877000.0,-0.6
S100MNRS,730864000000.0,,
S100Q5BI,3412829000000.0,266978000000.0,0.7
S100ROK7,407925000000.0,13887000000.0,0.0
S100OKI4,316788000000.0,,0.0
S100VRC7,25352951000.0,120607000.0,
S100K6BB,213467000000.0,25357000000.0,0.6
S100Q5BM,637977000000.0,72900000000.0,0.6
S100OKI8,,,-0.2
S100VRCE,421214000000.0,29169000000.0,0.4
S100ROKR,43105000000.0,2557000000.0,0.0
S100MNV2,425951000000.0,72808000000.0,0.0
S100K6BC,562294000000.0,63314000000.0,
S100MNVA,636512000.0,-1169016000.0,
S100ROKS,302307000000.0,,0.0
S100Q5CZ,367868000000.0,58342000000.0,
S100VRJU,6547247000.0,884702000.0,0.7
S100OKIR,,,0.0
S100K6BN,140355000000.0,28766000000.0,0.0
S100MNVU,34334613000.0,,0.0
S100OKJM,376563000000.0,,0.0
S100Q5D7,613474000000.0,59011000000.0,-0.1
S100ROL3,429660000.0,-19531000.0,0.1
S100VRLL,8185018000.0,432292000.0,
S100K6C2,188859000000.0,4434000000.0,
S100MNW3,28698000000.0,,0.0
S100OKQO,1349489000000.0,,-0.2
S100VRWR,665358000000.0,,-0.2
S100Q5DC,150016000000.0,23094000000.0,0.7
S100ROLD,363833000000.0,33766000000.0,0.6
S100K6C6,14577000000.0,,0.0
S100MO2R,4546945000.0,,-0.7
S100OKV0,6557825000.0,,0.0
S100MO2W,80630000000.0,3311000000.0,-0.2
S100ROLF,4649711000.0,677951000.0,
S100K6C9,138249000000.0,-16481000000.0,
S100Q5E3,578337000000.0,23365000000.0,0.3
S100VS1P,850496000000.0,,-0.1
S100OKVY,118429000000.0,,
S100Q5ES,2696255000000.0,109464000000.0,0.6
S100ROM4,1443933000.0,179561000.0,0.2
S100VS6D,2144641000.0,,0.0
S100K6CM,109319000000.0,20732000000.0,-0.1
S100MO3Y,1624420000.0,,-0.6
S100OKWQ,100096000.0,,-0.6
S100ROMB,2421312000.0,524177000.0,0.0
S100VSA5,412769000000.0,,0.0
S100Q5FD,1115567000000.0,106588000000.0,0.0
S100OKXR,205129000000.0,,0.5
S100MO41,1400000000.0,,-0.2
S100K6D0,435000000.0,-362000000.0,0.3
S100Q5FH,1339202000000.0,272259000000.0,-0.2
S100ROMH,140604000000.0,38680000000.0,0.7
S100VSRD,11064571000.0,,0.0
S100K6DE,648448000.0,163419000.0,0.6
S100MO5X,387363000000.0,12991000000.0,
S100OKYC,432133000000.0,,-0.2
S100Q5G2,456097000000.0,50623000000.0,
S100VSZG,56386193000.0,,0.0
S100ROO6,1448957000.0,509491000.0,0.0
S100OKZ6,4810893000.0,,-0.2
S100MO9D,8046014000.0,,-0.6
S100K6DG,167645000000.0,,-0.7
S100Q5GA,1257968000000.0,96244000000.0,0.7
S100ROOB,248222000000.0,17450000000.0,
S100K6ED,317044000000.0,34079000000.0,
S100VSZJ,25707509000.0,,0.4
S100OL02,16832715000.0,,-0.4
S100MO9Z,2582940000000.0,159319000000.0,
S100VT7P,11972762000000.0,,-0.5
S100Q5GP,5512614000000.0,,-0.8
S100ROOE,529000000.0,-462000000.0,-0.6
S100K6H5,33568000000.0,1794000000.0,-0.3
S100MOC2,69995000000.0,28924000000.0,
S100Q5HM,728791000000.0,80593000000.0,0.0
S100OL05,739260000000.0,,
S100ROOK,1375167000.0,-436091000.0,0.0
S100VTA8,213230000000.0,,0.0
S100OL50,1743310000000.0,,
S100K6IB,75022000000.0,23931000000.0,
S100Q5IU,323024000000.0,35180000000.0,
S100MOGM,140768000000.0,32105000000.0,0.0
S100ROP0,660759000000.0,52217000000.0,0.7
S100K6ID,129790000000.0,10968000000.0,
S100OL52,1779344000.0,,
S100Q5KP,1805320000000.0,153699000000.0,0.7
S100MOJN,351490000000.0,93922000000.0,0.8
S100VTBM,1285005000000.0,,-0.2
S100ROP1,7663000000.0,834000000.0,0.1
S100VTC5,11649705000.0,,0.6
S100MOLH,431811000000.0,,0.0
S100OL6D,,,-0.4
S100K6J5,83846000.0,-602577000.0,
S100ROPD,,,0.0
S100Q5MU,320523000000.0,20127000000.0,0.6
S100VTF8,,,-0.3
S100K6KD,1084738000000.0,,-0.4
S100OL76,,,-0.4
S100MOLW,1766075000000.0,480696000000.0,
S100TDXF,174102000000.0,33812000000.0,0.6
S100Q5N2,698885000000.0,196919000000.0,0.4
S100VTHA,845603000000.0,,-0.4
S100K6KI,49261000000.0,5705000000.0,0.4
S100OLAH,428401000000.0,,0.0
S100MONB,681082000000.0,20406000000.0,0.6
S100Q5NH,1243565000000.0,37975000000.0,
S100ROQ0,255932000.0,-126946000.0,
S100K6LR,140222000000.0,19126000000.0,-0.1
S100VTOG,313171000000.0,,0.5
S100ROQC,87977000000.0,10146000000.0,
S100OLAQ,1588375000000.0,,0.5
S100MONR,253969000000.0,,0.3
S100Q5NI,412799000000.0,129140000000.0,0.0
S100TDYC,18159888000.0,4035169000.0,
S100K6MJ,857198000.0,168667000.0,0.6
S100VTPA,116056000000.0,,0.6
S100OLC3,,,-0.5
S100MOOX,352724000000.0,24152000000.0,
S100Q5NR,572229000000.0,,
S100ROQM,,,0.6
S100TDYE,162579000000.0,18346000000.0,0.6
S100VTSI,9255650000.0,,0.2
S100K6ML,666630000.0,6785000.0,0.4
S100MOP7,43559000000.0,26371000000.0,0.6
S100ROQV,2346198000.0,8487000.0,-0.7
S100OLD5,164070000000.0,,
S100Q5OO,902748000000.0,87414000000.0,
S100TDYS,1013364000.0,505248000.0,-0.2
S100VTWZ,372202000000.0,,0.6
S100K6MT,573550000.0,-600770000.0,
S100MOPG,141621000000.0,,0.0
S100Q5OW,592933000000.0,,0.0
S100TDZV,9244148000.0,922731000.0,
S100ROR2,1158212000.0,46724000.0,
S100Q5P3,251255000000.0,15612000000.0,
S100VTZ7,496678000000.0,,0.3
S100OLEH,2525773000000.0,,0.4
S100MOSJ,320601000000.0,,
S100K6MY,315346000000.0,-2041000000.0,
S100ROR7,2963652000000.0,253042000000.0,0.2
S100TE18,501762000000.0,30829000000.0,0.5
S100VU25,878021000000.0,,0.4
S100OLLD,5782604000.0,,0.2
S100K6NI,6030009000.0,-1273731000.0,
S100MOUD,861031000000.0,81483000000.0,
S100Q5PF,3552055000000.0,,0.0
S100TE25,933038000.0,-142304000.0,0.6
S100K6OR,7557025000.0,239380000.0,
S100ROSU,1002971000.0,65596000.0,0.0
S100MOUK,184419000000.0,14167000000.0,
S100VU6M,207825000000.0,,0.2
S100Q5PJ,6974871000.0,1856768000.0,0.0
S100OLPA,10581003000.0,,0.2
S100ROSW,2054607000.0,496618000.0,0.5
S100VU8P,8394851000.0,,-0.8
S100TE2N,126668000000.0,11648000000.0,
S100K6OW,51286485000.0,5239049000.0,0.6
S100OLPK,10626779000.0,,0.6
S100MOXR,268437000000.0,,0.7
S100Q5QA,641545000000.0,142572000000.0,0.6
S100TE4J,713172000.0,67449000.0,
S100ROTN,3579000000.0,532000000.0,0.5
S100JF5C,273879000000.0,50632000000.0,
S100VUAR,293110000000.0,,0.0
S100MOYA,543761000.0,-1556972000.0,-0.8
S100OLRJ,10932768000.0,,0.6
S100K6P4,792862000000.0,,0.1
S100ROU3,6335378000.0,145992000.0,
S100TE4Q,995601000.0,144745000.0,0.6
S100Q5QN,338347000000.0,146473000000.0,0.8
S100VUDE,7679866000.0,,0.6
S100K6PH,428807000.0,,-0.8
S100OLSH,143543000000.0,,0.2
S100Q5QP,296184000000.0,23760000000.0,0.0
S100MOYH,812031000000.0,26211000000.0,
S100ROV4,2221808000.0,215365000.0,0.6
S100TE50,4918480000.0,840092000.0,
S100VUDZ,124406000000.0,,0.2
S100K6PL,220731000000.0,7832000000.0,
S100MP0L,355218000000.0,197413000000.0,
S100OLTA,939430000000.0,,0.0
S100ROVK,148137000.0,-386251000.0,-0.6
S100Q5RH,952485000000.0,67081000000.0,0.1
S100TE53,698978000.0,260911000.0,0.6
S100OLVL,2074428000000.0,,0.0
S100MP25,222657000000.0,34513000000.0,0.0
S100K6RG,6430952000.0,-123468000.0,
S100JLIK,2590029000.0,196512000.0,0.0
S100VUG5,15241454000.0,,0.3
S100TE5P,28799000000.0,2980000000.0,
S100Q5RJ,1650729000000.0,464936000000.0,
S100ROWA,61096008000.0,2502061000.0,
S100VUGL,454393000000.0,,0.6
S100JRD2,254253000000.0,15976000000.0,
S100K6RM,5047375000.0,-160262000.0,0.2
S100OM2J,,,-0.4
S100Q5SR,417326000000.0,15265000000.0,
S100MP3G,325727000000.0,,0.3
S100ROWH,387734000000.0,9981000000.0,0.2
S100TE60,1213458000.0,226942000.0,0.7
S100JRLF,2375552000.0,,
S100VUHZ,537682000000.0,50156000000.0,0.0
S100Q5ST,13183128000.0,1178182000.0,-0.2
S100K6SI,234362000000.0,6235000000.0,-0.6
S100MP43,195832000000.0,,
S100OM32,137484000000.0,,0.6
S100ROX0,8113011000.0,403168000.0,0.0
S100TE6X,266664000000.0,17242000000.0,0.2
S100VULF,4084762000.0,117319000.0,
S100JRLO,110000000.0,,0.0
S100MP4K,1160474000000.0,,
S100OM4A,349636000000.0,,
S100Q5TH,946382000000.0,64937000000.0,0.0
S100K6SV,9883607000.0,1158296000.0,0.7
S100JRQB,185402000000.0,,0.0
S100ROXJ,5616554000.0,322049000.0,0.6
S100K6TS,27726000.0,-210099000.0,-0.7
S100TE70,988519000000.0,80100000000.0,0.5
S100VUP3,19231316000.0,,0.0
S100Q5TO,2103471000.0,1056127000.0,0.7
S100OM6D,5640337000.0,,
S100MP4X,1071935000000.0,,0.0
S100ROXQ,785330000000.0,96809000000.0,
S100TE74,,-378872000.0,
S100JRQU,224623000000.0,15162000000.0,
S100VUQ2,10742457000.0,,0.0
S100K6TT,66492000000.0,19905000000.0,0.0
S100OM9B,26286226000.0,,
S100Q5TP,2163237000000.0,808227000000.0,
S100MP55,1324896000000.0,,
